,State,Electoral_Votes,Winner,Total_Vote_Count,Trump_Vote_Count,Biden_Vote_Count,Trump_Vote_Percent,Biden_Vote_Percent
32,North Carolina,16,Trump,3665381,1803825,1716157,49.212,46.821
33,North Dakota,3,Trump,334157,214887,106998,64.307,32.02
34,Ohio,17,Trump,4710154,2344553,2201386,49.777,46.737
35,Oklahoma,7,Trump,1547764,963638,522163,62.26,33.737
36,Oregon,8,Biden,2064276,765965,1202674,37.106,58.261
37,Pennsylvania,19,Biden,5605666,2672432,2730671,47.674,48.713
38,Rhode Island,4,Biden,500523,203105,275459,40.579,55.034
39,South Carolina,9,Trump,1992703,1092577,826194,54.829,41.461
40,South Dakota,3,Trump,367707,209594,143146,57.0,38.929
41,Tennessee,11,Trump,2773191,1576977,1078049,56.865,38.874
42,Texas,40,Trump,9929463,4890796,4670705,49.255,47.039
43,Utah,6,Trump,1227857,793199,385749,64.6,31.416
44,Vermont,3,Biden,314368,106468,194552,33.867,61.887
45,Virginia,13,Biden,3589045,1648682,1806585,45.937,50.336
46,Washington,12,Biden,3309760,1289917,1893262,38.973,57.202
47,West Virginia,4,Trump,701187,470321,203126,67.075,28.969
48,Wisconsin,10,Biden,2578098,1176279,1310216,45.626,50.821
49,Wyoming,3,Trump,219298,168144,42481,76.674,19.371
50,District of Columbia,3,Biden,399651,29441,356611,7.367,89.231
0,Alabama,9,Trump,1997972,1106057,822954,55.359,41.189
1,Alaska,3,Trump,298482,154982,133190,51.923,44.622
2,Arizona,11,Biden,2846877,1356272,1387656,47.641,48.743
3,Arkansas,6,Trump,1087777,703324,341607,64.657,31.404
4,California,54,Biden,13621209,4346287,8763147,31.908,64.335
5,Colorado,10,Biden,2528757,1009824,1425170,39.934,56.359
6,Connecticut,7,Biden,1421225,578097,791276,40.676,55.676
7,Delaware,3,Biden,462377,181380,262781,39.228,56.833
8,Florida,30,Trump,7812970,3805868,3729818,48.712,47.739
9,Georgia,16,Trump,4218555,2076868,1978368,49.232,46.897
10,Hawaii,4,Biden,521015,187197,315636,35.929,60.581
11,Idaho,4,Trump,733620,458676,245375,62.522,33.447
12,Illinois,19,Biden,4885495,1916419,2767257,39.227,56.642
13,Indiana,11,Trump,2606717,1481393,1029224,56.83,39.484
14,Iowa,6,Trump,1384869,771422,559238,55.704,40.382
15,Kansas,6,Trump,1270709,695377,522950,54.724,41.154
16,Kentucky,8,Trump,1856097,1154479,628084,62.199,33.839
17,Louisiana,8,Trump,1771256,938433,769086,52.981,43.42
18,Maine,4,Biden,684530,311582,345612,45.518,50.489
19,Maryland,10,Biden,2640004,813530,1726932,30.815,65.414
20,Massachusetts,11,Biden,2893816,860740,1916460,29.744,66.226
21,Michigan,15,Biden,4635904,2106777,2359113,45.445,50.888
22,Minnesota,10,Biden,2603873,1154435,1353083,44.335,51.964
23,Mississippi,6,Trump,1257151,675426,533852,53.727,42.465
24,Missouri,10,Trump,2824989,1481111,1244603,52.429,44.057
25,Montana,4,Trump,490249,282619,189077,57.648,38.568
26,Nebraska,5,Trump,746499,408185,307781,54.68,41.23
27,Nevada,6,Biden,1148292,552801,553328,48.141,48.187
28,New Hampshire,4,Biden,643550,284535,334826,44.213,52.028
29,New Jersey,14,Biden,3519541,1605889,1774134,45.628,50.408
30,New Mexico,5,Biden,820316,342107,448318,41.704,54.652
31,New York,28,Biden,7114636,2917676,3934692,41.009,55.304
32,North Carolina,16,Trump,3665266,1782600,1739042,48.635,47.447
33,North Dakota,3,Trump,334113,212640,109518,63.643,32.779
34,Ohio,17,Trump,4711766,2320867,2228665,49.257,47.3
35,Oklahoma,7,Trump,1548017,951611,535492,61.473,34.592
36,Oregon,8,Biden,2064798,756526,1213759,36.639,58.783
37,Pennsylvania,19,Biden,5603214,2642714,2758623,47.164,49.233
38,Rhode Island,4,Biden,500397,199370,279119,39.842,55.78
39,South Carolina,9,Trump,1992525,1080744,838175,54.24,42.066
40,South Dakota,3,Trump,367402,206884,145962,56.31,39.728
41,Tennessee,11,Trump,2772604,1556841,1099671,56.151,39.662
42,Texas,40,Trump,9928549,4836984,4726270,48.718,47.603
43,Utah,6,Trump,1228709,785113,395546,63.897,32.192
44,Vermont,3,Biden,314133,104641,196353,33.311,62.506
45,Virginia,13,Biden,3589089,1630471,1826414,45.429,50.888
46,Washington,12,Biden,3310063,1278183,1907055,38.615,57.614
47,West Virginia,4,Trump,700807,463405,209694,66.124,29.922
48,Wisconsin,10,Biden,2579073,1164915,1323338,45.168,51.311
49,Wyoming,3,Trump,219696,166554,44565,75.811,20.285
50,District of Columbia,3,Biden,399846,29501,357078,7.378,89.304
0,Alabama,9,Trump,1998728,1105490,824103,55.31,41.231
1,Alaska,3,Trump,298552,154294,133783,51.681,44.811
2,Arizona,11,Biden,2847476,1356452,1387976,47.637,48.744
3,Arkansas,6,Trump,1086857,701827,341651,64.574,31.435
4,California,54,Biden,13619731,4345961,8761263,31.909,64.328
5,Colorado,10,Biden,2527843,1008997,1426081,39.915,56.415
6,Connecticut,7,Biden,1421724,575953,794002,40.511,55.848
7,Delaware,3,Biden,462084,180967,262895,39.163,56.893
8,Florida,30,Trump,7812368,3808682,3726269,48.752,47.697
9,Georgia,16,Trump,4217591,2075772,1978089,49.217,46.901
10,Hawaii,4,Biden,520839,188595,314447,36.21,60.373
11,Idaho,4,Trump,733257,458762,244653,62.565,33.365
12,Illinois,19,Biden,4886486,1915388,2768546,39.198,56.657
13,Indiana,11,Trump,2605645,1481308,1028927,56.85,39.488
14,Iowa,6,Trump,1385719,770909,560748,55.632,40.466
15,Kansas,6,Trump,1268995,694797,522570,54.752,41.18
16,Kentucky,8,Trump,1857616,1156226,627469,62.242,33.778
17,Louisiana,8,Trump,1771516,939364,768332,53.026,43.371
18,Maine,4,Biden,684575,312405,344751,45.635,50.36
19,Maryland,10,Biden,2640472,812747,1728477,30.78,65.461
20,Massachusetts,11,Biden,2893017,860515,1915004,29.745,66.194
21,Michigan,15,Biden,4635118,2106311,2358256,45.442,50.878
22,Minnesota,10,Biden,2603912,1153483,1354137,44.298,52.004
23,Mississippi,6,Trump,1257410,675423,533976,53.715,42.466
24,Missouri,10,Trump,2824392,1479140,1246320,52.37,44.127
25,Montana,4,Trump,489795,282348,188971,57.646,38.582
26,Nebraska,5,Trump,745923,407975,307121,54.694,41.173
27,Nevada,6,Biden,1148137,552041,554096,48.081,48.26
28,New Hampshire,4,Biden,642715,284329,334075,44.239,51.979
29,New Jersey,14,Biden,3522067,1608626,1773920,45.673,50.366
30,New Mexico,5,Biden,820883,342229,448500,41.69,54.636
31,New York,28,Biden,7113096,2919794,3931094,41.048,55.266
32,North Carolina,16,Trump,3664968,1782060,1739912,48.624,47.474
33,North Dakota,3,Trump,334260,213098,109136,63.752,32.65
34,Ohio,17,Trump,4710115,2322234,2225515,49.303,47.25
35,Oklahoma,7,Trump,1547552,951010,535952,61.453,34.632
36,Oregon,8,Biden,2063239,756159,1212968,36.649,58.79
37,Pennsylvania,19,Biden,5606215,2645233,2760172,47.184,49.234
38,Rhode Island,4,Biden,500843,200979,278229,40.128,55.552
39,South Carolina,9,Trump,1991438,1078769,839510,54.17,42.156
40,South Dakota,3,Trump,368320,208098,145867,56.499,39.603
41,Tennessee,11,Trump,2773060,1557339,1099554,56.16,39.651
42,Texas,40,Trump,9926595,4835042,4725288,48.708,47.602
43,Utah,6,Trump,1228040,783719,396018,63.819,32.248
44,Vermont,3,Biden,314101,105044,195749,33.443,62.32
45,Virginia,13,Biden,3586752,1628695,1825268,45.409,50.889
46,Washington,12,Biden,3312002,1280562,1906416,38.664,57.561
47,West Virginia,4,Trump,701409,463742,209921,66.116,29.928
48,Wisconsin,10,Biden,2579495,1164067,1324015,45.128,51.328
49,Wyoming,3,Trump,219070,166103,44341,75.822,20.241
50,District of Columbia,3,Biden,399598,29729,356559,7.44,89.229
0,Alabama,9,Trump,1998526,1107328,822166,55.407,41.139
1,Alaska,3,Trump,298709,154946,133331,51.872,44.636
2,Arizona,11,Biden,2845833,1355195,1387226,47.62,48.746
3,Arkansas,6,Trump,1087384,701976,342010,64.556,31.453
4,California,54,Biden,13620011,4347614,8760595,31.921,64.321
5,Colorado,10,Biden,2528140,1010109,1424790,39.955,56.357
6,Connecticut,7,Biden,1422056,577677,791975,40.623,55.692
7,Delaware,3,Biden,462206,180976,263106,39.155,56.924
8,Florida,30,Trump,7811810,3811661,3722620,48.794,47.654
9,Georgia,16,Trump,4218020,2076089,1978257,49.22,46.9
10,Hawaii,4,Biden,520897,187990,314987,36.09,60.47
11,Idaho,4,Trump,732925,458224,244948,62.52,33.421
12,Illinois,19,Biden,4886871,1916114,2767279,39.209,56.627
13,Indiana,11,Trump,2606066,1481000,1029962,56.829,39.522
14,Iowa,6,Trump,1384605,770709,559111,55.663,40.381
15,Kansas,6,Trump,1268900,694069,522634,54.698,41.188
16,Kentucky,8,Trump,1857541,1156345,627114,62.251,33.76
17,Louisiana,8,Trump,1771336,939131,768169,53.018,43.367
18,Maine,4,Biden,684718,312603,344817,45.654,50.359
19,Maryland,10,Biden,2640021,812815,1728387,30.788,65.469
20,Massachusetts,11,Biden,2892899,859483,1915653,29.71,66.219
21,Michigan,15,Biden,4635907,2104764,2359645,45.401,50.899
22,Minnesota,10,Biden,2603821,1156207,1351389,44.404,51.9
23,Mississippi,6,Trump,1256997,675130,533844,53.71,42.47
24,Missouri,10,Trump,2824927,1480261,1245270,52.4,44.081
25,Montana,4,Trump,490220,281970,189817,57.519,38.721
26,Nebraska,5,Trump,746684,408758,307450,54.743,41.175
27,Nevada,6,Trump,1148867,553817,552972,48.205,48.132
28,New Hampshire,4,Biden,642685,284351,333902,44.244,51.954
29,New Jersey,14,Biden,3520118,1604073,1776270,45.569,50.461
30,New Mexico,5,Biden,820464,342192,448141,41.707,54.62
31,New York,28,Biden,7116071,2921401,3932180,41.054,55.258
32,North Carolina,16,Trump,3665807,1783086,1738453,48.641,47.423
33,North Dakota,3,Trump,334211,213390,108679,63.849,32.518
34,Ohio,17,Trump,4710900,2322240,2226289,49.295,47.258
35,Oklahoma,7,Trump,1547077,951313,534978,61.491,34.58
36,Oregon,8,Biden,2063391,755483,1213292,36.614,58.801
37,Pennsylvania,19,Biden,5606222,2645012,2759965,47.18,49.23
38,Rhode Island,4,Biden,501242,200289,279245,39.959,55.711
39,South Carolina,9,Trump,1993328,1080139,839591,54.188,42.12
40,South Dakota,3,Trump,367708,206740,146328,56.224,39.795
41,Tennessee,11,Trump,2773627,1555325,1102422,56.075,39.747
42,Texas,40,Trump,9928397,4837321,4724967,48.722,47.59
43,Utah,6,Trump,1228587,783550,396711,63.777,32.29
44,Vermont,3,Biden,314835,105122,196724,33.39,62.485
45,Virginia,13,Biden,3587897,1629557,1826465,45.418,50.906
46,Washington,12,Biden,3310242,1278868,1906343,38.634,57.589
47,West Virginia,4,Trump,701024,464027,209560,66.193,29.893
48,Wisconsin,10,Biden,2578662,1164036,1323773,45.141,51.336
49,Wyoming,3,Trump,219125,166074,44482,75.79,20.3
50,District of Columbia,3,Biden,399849,29625,356964,7.409,89.275
0,Alabama,9,Trump,1999151,1107724,822840,55.41,41.159
1,Alaska,3,Trump,298421,154317,133589,51.711,44.765
2,Arizona,11,Biden,2846062,1357934,1385421,47.713,48.679
3,Arkansas,6,Trump,1087951,702324,342537,64.555,31.485
4,California,54,Biden,13621549,4346367,8763241,31.908,64.334
5,Colorado,10,Biden,2529149,1010818,1425254,39.967,56.353
6,Connecticut,7,Biden,1421694,576485,793143,40.549,55.789
7,Delaware,3,Biden,461646,181145,262423,39.239,56.845
8,Florida,30,Trump,7810097,3807812,3724248,48.755,47.685
9,Georgia,16,Trump,4218720,2077289,1978073,49.24,46.888
10,Hawaii,4,Biden,520693,187834,314875,36.074,60.472
11,Idaho,4,Trump,733259,458758,244831,62.564,33.389
12,Illinois,19,Biden,4885301,1914275,2768079,39.184,56.661
13,Indiana,11,Trump,2607983,1482474,1030766,56.844,39.523
14,Iowa,6,Trump,1384991,771055,559629,55.672,40.407
15,Kansas,6,Trump,1268768,695438,521545,54.812,41.106
16,Kentucky,8,Trump,1854646,1155004,625991,62.276,33.753
17,Louisiana,8,Trump,1771506,938572,768547,52.982,43.384
18,Maine,4,Biden,684897,313315,344547,45.746,50.306
19,Maryland,10,Biden,2640569,814443,1727074,30.843,65.405
20,Massachusetts,11,Biden,2892432,860537,1914934,29.751,66.205
21,Michigan,15,Biden,4636690,2105182,2360188,45.403,50.902
22,Minnesota,10,Biden,2602613,1154263,1352451,44.35,51.965
23,Mississippi,6,Trump,1258080,676179,533985,53.747,42.444
24,Missouri,10,Trump,2824391,1477987,1246953,52.329,44.149
25,Montana,4,Trump,490380,282439,189480,57.596,38.639
26,Nebraska,5,Trump,746362,408381,307377,54.716,41.183
27,Nevada,6,Biden,1148880,553192,553814,48.151,48.205
28,New Hampshire,4,Biden,643271,284077,334874,44.161,52.058
29,New Jersey,14,Biden,3520193,1607267,1773126,45.658,50.37
30,New Mexico,5,Biden,820836,341835,449154,41.645,54.719
31,New York,28,Biden,7114309,2921324,3931158,41.063,55.257
32,North Carolina,16,Trump,3663519,1780738,1738955,48.607,47.467
33,North Dakota,3,Trump,334828,213153,109458,63.66,32.691
34,Ohio,17,Trump,4710258,2321879,2226355,49.294,47.266
35,Oklahoma,7,Trump,1548512,951956,535716,61.476,34.596
36,Oregon,8,Biden,2063297,756086,1212959,36.645,58.787
37,Pennsylvania,19,Biden,5604662,2644907,2758718,47.191,49.222
38,Rhode Island,4,Biden,500532,199963,278970,39.95,55.735
39,South Carolina,9,Trump,1991863,1078691,839585,54.155,42.151
40,South Dakota,3,Trump,368047,207970,145391,56.506,39.503
41,Tennessee,11,Trump,2770994,1554165,1100856,56.087,39.728
42,Texas,40,Trump,9931850,4836234,4728118,48.694,47.606
43,Utah,6,Trump,1228315,783834,396462,63.814,32.277
44,Vermont,3,Biden,314412,104868,196345,33.354,62.448
45,Virginia,13,Biden,3589085,1630450,1826314,45.428,50.885
46,Washington,12,Biden,3310802,1277810,1907981,38.595,57.629
47,West Virginia,4,Trump,701647,465118,209013,66.289,29.789
48,Wisconsin,10,Biden,2579601,1164575,1324168,45.146,51.332
49,Wyoming,3,Trump,219125,165943,44572,75.73,20.341
50,District of Columbia,3,Biden,399877,29498,357001,7.377,89.278
0,Alabama,9,Trump,1998837,1106655,822890,55.365,41.168
1,Alaska,3,Trump,298522,154860,133155,51.876,44.605
2,Arizona,11,Biden,2846698,1354965,1388171,47.598,48.764
3,Arkansas,6,Trump,1088352,702919,342428,64.586,31.463
4,California,54,Biden,13622502,4347135,8762254,31.911,64.322
5,Colorado,10,Biden,2527979,1008565,1425713,39.896,56.397
6,Connecticut,7,Biden,1421669,577530,792154,40.623,55.72
7,Delaware,3,Biden,462620,181579,262914,39.25,56.832
8,Florida,30,Trump,7815128,3811648,3726622,48.773,47.685
9,Georgia,16,Trump,4218991,2076920,1977896,49.228,46.881
10,Hawaii,4,Biden,520541,188038,314417,36.124,60.402
11,Idaho,4,Trump,733677,458019,245739,62.428,33.494
12,Illinois,19,Biden,4886394,1916075,2768237,39.212,56.652
13,Indiana,11,Trump,2605431,1480576,1029941,56.827,39.531
14,Iowa,6,Trump,1385851,770847,560605,55.623,40.452
15,Kansas,6,Trump,1268851,695378,521496,54.804,41.1
16,Kentucky,8,Trump,1855598,1155545,626749,62.273,33.776
17,Louisiana,8,Trump,1771381,938529,768842,52.983,43.404
18,Maine,4,Biden,684527,313087,344279,45.738,50.294
19,Maryland,10,Biden,2639773,812282,1728322,30.771,65.472
20,Massachusetts,11,Biden,2893225,860827,1914956,29.753,66.188
21,Michigan,15,Biden,4636012,2105102,2360057,45.408,50.907
22,Minnesota,10,Biden,2603255,1154636,1352489,44.354,51.954
23,Mississippi,6,Trump,1256283,676096,532409,53.817,42.38
24,Missouri,10,Trump,2825045,1481174,1243849,52.43,44.029
25,Montana,4,Trump,490242,282459,189403,57.616,38.635
26,Nebraska,5,Trump,746502,408146,307914,54.674,41.248
27,Nevada,6,Trump,1148659,554012,552917,48.231,48.136
28,New Hampshire,4,Biden,643432,283925,335311,44.127,52.113
29,New Jersey,14,Biden,3521435,1606472,1774687,45.62,50.397
30,New Mexico,5,Biden,820366,341640,448254,41.645,54.641
31,New York,28,Biden,7112832,2918849,3932113,41.036,55.282
32,North Carolina,16,Trump,3665820,1782315,1740046,48.62,47.467
33,North Dakota,3,Trump,334496,213106,109142,63.71,32.629
34,Ohio,17,Trump,4711681,2322787,2226205,49.298,47.249
35,Oklahoma,7,Trump,1548343,952915,534995,61.544,34.553
36,Oregon,8,Biden,2064030,754367,1215207,36.548,58.875
37,Pennsylvania,19,Biden,5605934,2642218,2762798,47.133,49.283
38,Rhode Island,4,Biden,500457,199970,278641,39.957,55.677
39,South Carolina,9,Trump,1992822,1078695,840563,54.129,42.18
40,South Dakota,3,Trump,367640,206596,146637,56.195,39.886
41,Tennessee,11,Trump,2771640,1553346,1101845,56.044,39.754
42,Texas,40,Trump,9931407,4837501,4727958,48.709,47.606
43,Utah,6,Trump,1228424,784750,395904,63.883,32.229
44,Vermont,3,Biden,314092,104761,196241,33.354,62.479
45,Virginia,13,Biden,3589933,1630358,1826898,45.415,50.889
46,Washington,12,Biden,3309645,1278108,1907726,38.618,57.641
47,West Virginia,4,Trump,700980,463489,209883,66.12,29.941
48,Wisconsin,10,Biden,2578799,1163483,1325157,45.117,51.387
49,Wyoming,3,Trump,218948,166149,44281,75.885,20.224
50,District of Columbia,3,Biden,399694,29883,356436,7.476,89.177
0,Alabama,9,Trump,1998640,1106139,824044,55.345,41.23
1,Alaska,3,Trump,298561,155316,132908,52.022,44.516
2,Arizona,11,Biden,2847103,1356336,1387471,47.639,48.733
3,Arkansas,6,Trump,1087367,702904,341153,64.643,31.374
4,California,54,Biden,13623581,4345608,8765504,31.898,64.341
5,Colorado,10,Biden,2530263,1010984,1425895,39.956,56.354
6,Connecticut,7,Biden,1422464,577196,793168,40.577,55.76
7,Delaware,3,Biden,462424,181116,262858,39.167,56.844
8,Florida,30,Trump,7813908,3807773,3728785,48.731,47.72
9,Georgia,16,Trump,4217541,2074799,1979310,49.195,46.93
10,Hawaii,4,Biden,520518,187884,314809,36.096,60.48
11,Idaho,4,Trump,732796,458711,244509,62.597,33.367
12,Illinois,19,Biden,4886257,1914553,2768366,39.182,56.656
13,Indiana,11,Trump,2607412,1482000,1030087,56.838,39.506
14,Iowa,6,Trump,1384711,770507,559866,55.644,40.432
15,Kansas,6,Trump,1269277,694615,522767,54.725,41.186
16,Kentucky,8,Trump,1855964,1157018,625432,62.341,33.698
17,Louisiana,8,Trump,1771911,938804,768815,52.983,43.389
18,Maine,4,Biden,684128,311808,345281,45.577,50.47
19,Maryland,10,Biden,2639338,812891,1727246,30.799,65.442
20,Massachusetts,11,Biden,2893468,861326,1915030,29.768,66.185
21,Michigan,15,Biden,4635454,2104725,2359713,45.405,50.906
22,Minnesota,10,Biden,2602735,1154879,1352020,44.372,51.946
23,Mississippi,6,Trump,1256900,674867,534005,53.693,42.486
24,Missouri,10,Trump,2824457,1479945,1245103,52.398,44.083
25,Montana,4,Trump,490021,282543,189092,57.659,38.589
26,Nebraska,5,Trump,746395,408292,307385,54.702,41.183
27,Nevada,6,Trump,1148746,553500,553356,48.183,48.17
28,New Hampshire,4,Biden,643313,284732,334349,44.26,51.973
29,New Jersey,14,Biden,3521334,1606796,1775080,45.63,50.409
30,New Mexico,5,Biden,820249,341294,448932,41.609,54.731
31,New York,28,Biden,7114794,2919950,3932117,41.041,55.267
32,North Carolina,16,Trump,3665090,1781580,1739799,48.609,47.469
33,North Dakota,3,Trump,334161,213025,109185,63.749,32.674
34,Ohio,17,Trump,4710110,2320701,2227214,49.271,47.286
35,Oklahoma,7,Trump,1547970,952762,534470,61.549,34.527
36,Oregon,8,Biden,2064498,755992,1214045,36.619,58.806
37,Pennsylvania,19,Biden,5604022,2641081,2762016,47.128,49.286
38,Rhode Island,4,Biden,500642,200152,278693,39.979,55.667
39,South Carolina,9,Trump,1993371,1079232,840499,54.141,42.165
40,South Dakota,3,Trump,368144,207105,146239,56.257,39.723
41,Tennessee,11,Trump,2773489,1555244,1101932,56.075,39.731
42,Texas,40,Trump,9929997,4836905,4727445,48.71,47.608
43,Utah,6,Trump,1228496,784435,395696,63.853,32.21
44,Vermont,3,Biden,314353,105398,195717,33.529,62.26
45,Virginia,13,Biden,3590223,1629893,1827998,45.398,50.916
46,Washington,12,Biden,3311626,1278739,1908277,38.614,57.624
47,West Virginia,4,Trump,701421,464388,209625,66.207,29.886
48,Wisconsin,10,Biden,2579064,1165528,1322679,45.192,51.285
49,Wyoming,3,Trump,218946,166138,44291,75.881,20.229
50,District of Columbia,3,Biden,399805,29685,356959,7.425,89.283
0,Alabama,9,Trump,1998698,1106461,823385,55.359,41.196
1,Alaska,3,Trump,298522,155377,132972,52.049,44.543
2,Arizona,11,Biden,2846776,1357702,1386093,47.693,48.69
3,Arkansas,6,Trump,1087192,703020,341086,64.664,31.373
4,California,54,Biden,13621675,4345682,8763443,31.903,64.335
5,Colorado,10,Biden,2529359,1010409,1425710,39.947,56.366
6,Connecticut,7,Biden,1422004,577418,792451,40.606,55.728
7,Delaware,3,Biden,462265,181592,262622,39.283,56.812
8,Florida,30,Trump,7814286,3812224,3724957,48.785,47.669
9,Georgia,16,Trump,4218795,2077696,1977876,49.249,46.882
10,Hawaii,4,Biden,520186,187891,314361,36.12,60.432
11,Idaho,4,Trump,732626,458467,244725,62.579,33.404
12,Illinois,19,Biden,4887254,1915579,2768857,39.195,56.655
13,Indiana,11,Trump,2607272,1482190,1029892,56.848,39.501
14,Iowa,6,Trump,1385072,770549,560379,55.632,40.458
15,Kansas,6,Trump,1269275,694937,522664,54.751,41.178
16,Kentucky,8,Trump,1856285,1156314,626787,62.292,33.766
17,Louisiana,8,Trump,1770843,939007,767573,53.026,43.345
18,Maine,4,Biden,684260,311635,345479,45.543,50.489
19,Maryland,10,Biden,2639988,812946,1727755,30.794,65.446
20,Massachusetts,11,Biden,2891714,859629,1914837,29.727,66.218
21,Michigan,15,Biden,4635838,2105650,2358619,45.421,50.878
22,Minnesota,10,Biden,2602557,1154058,1352462,44.343,51.967
23,Mississippi,6,Trump,1256403,674881,533785,53.715,42.485
24,Missouri,10,Trump,2824529,1479589,1245043,52.384,44.08
25,Montana,4,Trump,490588,282640,189393,57.612,38.605
26,Nebraska,5,Trump,745705,407287,307819,54.618,41.279
27,Nevada,6,Biden,1147333,551857,553740,48.099,48.263
28,New Hampshire,4,Biden,643263,284439,334745,44.218,52.039
29,New Jersey,14,Biden,3520546,1606527,1774907,45.633,50.416
30,New Mexico,5,Biden,820863,342348,448345,41.706,54.619
31,New York,28,Biden,7113837,2920131,3930591,41.049,55.253
32,North Carolina,16,Trump,3665628,1783371,1738824,48.651,47.436
33,North Dakota,3,Trump,334089,212306,109662,63.548,32.824
34,Ohio,17,Trump,4710130,2320495,2226991,49.266,47.281
35,Oklahoma,7,Trump,1548286,951439,536277,61.451,34.637
36,Oregon,8,Biden,2064207,755921,1213578,36.62,58.791
37,Pennsylvania,19,Biden,5604747,2640570,2763013,47.113,49.298
38,Rhode Island,4,Biden,500701,199526,279602,39.849,55.842
39,South Carolina,9,Trump,1991544,1078163,839706,54.137,42.164
40,South Dakota,3,Trump,367790,206773,146391,56.22,39.803
41,Tennessee,11,Trump,2774330,1555921,1102162,56.083,39.727
42,Texas,40,Trump,9929863,4836350,4726769,48.705,47.602
43,Utah,6,Trump,1228097,784314,395562,63.864,32.209
44,Vermont,3,Biden,314501,104843,196361,33.336,62.436
45,Virginia,13,Biden,3588364,1627594,1828213,45.358,50.948
46,Washington,12,Biden,3310537,1278714,1907009,38.626,57.604
47,West Virginia,4,Trump,701564,465539,208540,66.357,29.725
48,Wisconsin,10,Biden,2578894,1163022,1325921,45.098,51.414
49,Wyoming,3,Trump,218908,165634,44742,75.664,20.439
50,District of Columbia,3,Biden,399852,29566,357040,7.394,89.293
0,Alabama,9,Trump,1997976,1106608,822419,55.386,41.163
1,Alaska,3,Trump,298426,155213,132894,52.011,44.532
2,Arizona,11,Biden,2846928,1355794,1388128,47.623,48.759
3,Arkansas,6,Trump,1087799,703043,341912,64.63,31.432
4,California,54,Biden,13623461,4345846,8766133,31.9,64.346
5,Colorado,10,Biden,2527667,1009294,1425062,39.93,56.379
6,Connecticut,7,Biden,1422679,578039,792992,40.63,55.739
7,Delaware,3,Biden,461892,181699,262159,39.338,56.758
8,Florida,30,Trump,7813308,3810515,3725845,48.77,47.686
9,Georgia,16,Trump,4218206,2075561,1978498,49.205,46.904
10,Hawaii,4,Biden,520412,188249,314099,36.173,60.356
11,Idaho,4,Trump,733899,459653,244528,62.632,33.319
12,Illinois,19,Biden,4886734,1917286,2767261,39.235,56.628
13,Indiana,11,Trump,2607465,1483132,1029423,56.88,39.48
14,Iowa,6,Trump,1384504,770756,559380,55.67,40.403
15,Kansas,6,Trump,1269076,694391,522851,54.716,41.199
16,Kentucky,8,Trump,1856199,1154287,627971,62.186,33.831
17,Louisiana,8,Trump,1772286,940146,768285,53.047,43.35
18,Maine,4,Biden,684199,312071,344685,45.611,50.378
19,Maryland,10,Biden,2639949,812115,1728030,30.763,65.457
20,Massachusetts,11,Biden,2891430,860747,1913862,29.769,66.191
21,Michigan,15,Biden,4635733,2105735,2359601,45.424,50.9
22,Minnesota,10,Biden,2602855,1153410,1352920,44.313,51.978
23,Mississippi,6,Trump,1257519,676024,533708,53.759,42.441
24,Missouri,10,Trump,2823897,1479918,1244901,52.407,44.085
25,Montana,4,Trump,490526,283293,188882,57.753,38.506
26,Nebraska,5,Trump,745921,408262,307166,54.733,41.179
27,Nevada,6,Trump,1148022,553154,552682,48.183,48.142
28,New Hampshire,4,Biden,642703,284223,334181,44.223,51.996
29,New Jersey,14,Biden,3520532,1605879,1774443,45.615,50.403
30,New Mexico,5,Biden,821023,342253,448634,41.686,54.643
31,New York,28,Biden,7113904,2918531,3933585,41.026,55.294
32,North Carolina,16,Trump,3665641,1782486,1739264,48.627,47.448
33,North Dakota,3,Trump,334130,213616,108469,63.932,32.463
34,Ohio,17,Trump,4710937,2321304,2226633,49.275,47.265
35,Oklahoma,7,Trump,1547824,952376,534859,61.53,34.556
36,Oregon,8,Biden,2063699,756028,1213941,36.635,58.824
37,Pennsylvania,19,Biden,5604273,2643450,2760452,47.168,49.256
38,Rhode Island,4,Biden,500646,200160,278555,39.98,55.639
39,South Carolina,9,Trump,1992790,1079230,840166,54.157,42.16
40,South Dakota,3,Trump,367802,207379,146023,56.383,39.702
41,Tennessee,11,Trump,2772161,1556654,1099115,56.153,39.648
42,Texas,40,Trump,9931446,4835031,4730723,48.684,47.634
43,Utah,6,Trump,1228396,784596,394985,63.872,32.155
44,Vermont,3,Biden,314310,104731,196270,33.321,62.445
45,Virginia,13,Biden,3587802,1629828,1825670,45.427,50.885
46,Washington,12,Biden,3310522,1279315,1907059,38.644,57.606
47,West Virginia,4,Trump,701531,464668,209212,66.236,29.822
48,Wisconsin,10,Biden,2579331,1164523,1324774,45.148,51.361
49,Wyoming,3,Trump,218922,166236,44245,75.934,20.21
50,District of Columbia,3,Biden,399986,29573,357288,7.394,89.325
0,Alabama,9,Trump,1999133,1106118,823673,55.33,41.202
1,Alaska,3,Trump,298531,154485,133800,51.748,44.819
2,Arizona,11,Biden,2846731,1357596,1385735,47.69,48.678
3,Arkansas,6,Trump,1087376,702219,342006,64.579,31.452
4,California,54,Biden,13623204,4345492,8766432,31.898,64.349
5,Colorado,10,Biden,2529314,1010580,1424961,39.955,56.338
6,Connecticut,7,Biden,1421654,577569,792179,40.627,55.722
7,Delaware,3,Biden,462439,181434,262973,39.234,56.867
