,State,Electoral_Votes,Winner,Total_Vote_Count,Trump_Vote_Count,Biden_Vote_Count,Trump_Vote_Percent,Biden_Vote_Percent
0,Alabama,9,Trump,1998440,1075525,854674,53.818,42.767
1,Alaska,3,Trump,298398,149983,138091,50.263,46.277
2,Arizona,11,Biden,2847499,1312958,1431894,46.109,50.286
3,Arkansas,6,Trump,1087216,681911,362402,62.721,33.333
4,California,54,Biden,13620252,4146418,8967308,30.443,65.838
5,Colorado,10,Biden,2528503,972819,1463152,38.474,57.866
6,Connecticut,7,Biden,1421197,555241,814524,39.069,57.313
7,Delaware,3,Biden,462262,174005,270582,37.642,58.534
8,Florida,30,Biden,7814203,3688417,3851525,47.201,49.289
9,Georgia,16,Biden,4218486,2004986,2051691,47.529,48.636
10,Hawaii,4,Biden,520626,180718,321786,34.712,61.808
11,Idaho,4,Trump,733727,445247,259221,60.683,35.329
12,Illinois,19,Biden,4887281,1829828,2857085,37.441,58.46
13,Indiana,11,Trump,2606513,1437861,1074646,55.164,41.229
14,Iowa,6,Trump,1384885,746501,584740,53.903,42.223
15,Kansas,6,Trump,1269529,672672,545515,52.986,42.97
16,Kentucky,8,Trump,1857597,1120797,664183,60.336,35.755
17,Louisiana,8,Trump,1770994,910242,797491,51.397,45.031
18,Maine,4,Biden,684681,300971,356680,43.958,52.094
19,Maryland,10,Biden,2638213,775338,1764545,29.389,66.884
20,Massachusetts,11,Biden,2892982,815377,1962106,28.185,67.823
21,Michigan,15,Biden,4637081,2033863,2434084,43.861,52.492
22,Minnesota,10,Biden,2601713,1111497,1396121,42.722,53.662
23,Mississippi,6,Trump,1256939,653937,555435,52.026,44.189
24,Missouri,10,Trump,2822729,1432834,1291159,50.761,45.742
25,Montana,4,Trump,490684,274141,198332,55.869,40.419
26,Nebraska,5,Trump,745627,394031,321230,52.846,43.082
27,Nevada,6,Biden,1148587,534861,572009,46.567,49.801
28,New Hampshire,4,Biden,643180,273528,345609,42.527,53.734
29,New Jersey,14,Biden,3521589,1545898,1837924,43.898,52.19
30,New Mexico,5,Biden,820367,329850,460959,40.208,56.189
31,New York,28,Biden,7115690,2811263,4043887,39.508,56.831
32,North Carolina,16,Biden,3666156,1720120,1803985,46.919,49.206
33,North Dakota,3,Trump,333907,207519,114317,62.149,34.236
34,Ohio,17,Biden,4708360,2250253,2296951,47.793,48.785
35,Oklahoma,7,Trump,1547828,923033,564553,59.634,36.474
36,Oregon,8,Biden,2063851,716766,1254047,34.73,60.762
37,Pennsylvania,19,Biden,5606819,2555731,2852480,45.583,50.875
38,Rhode Island,4,Biden,500571,190901,288145,38.137,57.563
39,South Carolina,9,Trump,1992114,1045910,873098,52.503,43.828
40,South Dakota,3,Trump,367894,200535,152940,54.509,41.572
41,Tennessee,11,Trump,2773867,1501953,1157097,54.147,41.714
42,Texas,40,Biden,9927868,4675227,4890993,47.092,49.265
43,Utah,6,Trump,1228214,760792,419407,61.943,34.148
44,Vermont,3,Biden,314101,99559,201433,31.696,64.13
45,Virginia,13,Biden,3588882,1572174,1885730,43.807,52.544
46,Washington,12,Biden,3310864,1227838,1960159,37.085,59.204
47,West Virginia,4,Trump,701268,450839,223244,64.289,31.834
48,Wisconsin,10,Biden,2578541,1126275,1361989,43.679,52.82
49,Wyoming,3,Trump,219044,161853,48865,73.891,22.308
50,District of Columbia,3,Biden,400015,25324,361588,6.331,90.394
0,Alabama,9,Trump,1999643,1075342,855795,53.777,42.797
1,Alaska,3,Trump,298428,150032,138146,50.274,46.291
2,Arizona,11,Biden,2848005,1312977,1432876,46.102,50.312
3,Arkansas,6,Trump,1087730,681723,363543,62.674,33.422
4,California,54,Biden,13620054,4144899,8968723,30.432,65.849
5,Colorado,10,Biden,2528509,971813,1464510,38.434,57.92
6,Connecticut,7,Biden,1422460,555867,815241,39.078,57.312
7,Delaware,3,Biden,462540,174158,270470,37.653,58.475
8,Florida,30,Biden,7813443,3688478,3849954,47.207,49.273
9,Georgia,16,Biden,4218387,2001361,2054622,47.444,48.706
10,Hawaii,4,Biden,519830,180531,321431,34.729,61.834
11,Idaho,4,Trump,733112,444095,259609,60.577,35.412
12,Illinois,19,Biden,4888235,1832658,2855247,37.491,58.411
13,Indiana,11,Trump,2606362,1438233,1074230,55.182,41.216
14,Iowa,6,Trump,1385205,746500,584807,53.891,42.218
15,Kansas,6,Trump,1269237,671331,546834,52.892,43.084
16,Kentucky,8,Trump,1856259,1120343,663461,60.355,35.742
17,Louisiana,8,Trump,1771714,910317,797679,51.381,45.023
18,Maine,4,Biden,684684,301242,356465,43.997,52.063
19,Maryland,10,Biden,2639518,774500,1766650,29.342,66.931
20,Massachusetts,11,Biden,2892782,815965,1960932,28.207,67.787
21,Michigan,15,Biden,4635516,2032836,2433668,43.853,52.5
22,Minnesota,10,Biden,2605050,1113163,1397464,42.731,53.644
23,Mississippi,6,Trump,1258036,654135,556535,51.997,44.238
24,Missouri,10,Trump,2825159,1435428,1291227,50.809,45.705
25,Montana,4,Trump,490204,273849,197997,55.864,40.391
26,Nebraska,5,Trump,746005,394665,321153,52.904,43.05
27,Nevada,6,Biden,1149180,535069,573043,46.561,49.865
28,New Hampshire,4,Biden,642869,274129,344442,42.642,53.579
29,New Jersey,14,Biden,3519841,1545873,1835373,43.919,52.144
30,New Mexico,5,Biden,820401,328875,461896,40.087,56.301
31,New York,28,Biden,7115356,2810460,4045338,39.499,56.854
32,North Carolina,16,Biden,3665196,1718725,1804301,46.893,49.228
33,North Dakota,3,Trump,333848,206871,115094,61.966,34.475
34,Ohio,17,Biden,4711627,2251273,2299698,47.781,48.809
35,Oklahoma,7,Trump,1548527,923147,565487,59.615,36.518
36,Oregon,8,Biden,2063865,717028,1252940,34.742,60.708
37,Pennsylvania,19,Biden,5607483,2557386,2850914,45.607,50.841
38,Rhode Island,4,Biden,501037,191093,288367,38.139,57.554
39,South Carolina,9,Trump,1992245,1047121,872908,52.56,43.815
40,South Dakota,3,Trump,368323,200607,153155,54.465,41.582
41,Tennessee,11,Trump,2774127,1500156,1158567,54.077,41.763
42,Texas,40,Biden,9927575,4673553,4891317,47.076,49.27
43,Utah,6,Trump,1228535,760095,420457,61.87,34.224
44,Vermont,3,Biden,314491,99722,201846,31.709,64.182
45,Virginia,13,Biden,3588042,1571638,1885616,43.802,52.553
46,Washington,12,Biden,3311896,1228350,1960143,37.089,59.185
47,West Virginia,4,Trump,700784,450361,223092,64.265,31.835
48,Wisconsin,10,Biden,2579869,1127530,1362948,43.705,52.83
49,Wyoming,3,Trump,218924,161532,48960,73.785,22.364
50,District of Columbia,3,Biden,399930,25626,361071,6.408,90.284
0,Alabama,9,Trump,1999248,1075331,855433,53.787,42.788
1,Alaska,3,Trump,298474,150446,137851,50.405,46.185
2,Arizona,11,Biden,2846536,1311744,1432445,46.082,50.322
3,Arkansas,6,Trump,1087184,681565,362932,62.691,33.383
4,California,54,Biden,13621033,4147028,8967548,30.446,65.836
5,Colorado,10,Biden,2527936,971281,1464258,38.422,57.923
6,Connecticut,7,Biden,1422537,557351,813950,39.18,57.218
7,Delaware,3,Biden,462176,174163,270116,37.683,58.444
8,Florida,30,Biden,7812901,3688867,3849771,47.215,49.275
9,Georgia,16,Biden,4219263,2005334,2052070,47.528,48.636
10,Hawaii,4,Biden,520597,181130,322087,34.793,61.869
11,Idaho,4,Trump,733046,444102,259646,60.583,35.42
12,Illinois,19,Biden,4885151,1830179,2854878,37.464,58.44
13,Indiana,11,Trump,2605334,1436490,1074302,55.137,41.235
14,Iowa,6,Trump,1384947,745763,585453,53.848,42.273
15,Kansas,6,Trump,1268557,669718,547472,52.794,43.157
16,Kentucky,8,Trump,1855820,1121093,661870,60.41,35.665
17,Louisiana,8,Trump,1771393,909513,797945,51.345,45.046
18,Maine,4,Biden,684869,300241,357523,43.839,52.203
19,Maryland,10,Biden,2639888,775204,1766078,29.365,66.9
20,Massachusetts,11,Biden,2893714,815719,1961922,28.189,67.799
21,Michigan,15,Biden,4636417,2033575,2434039,43.861,52.498
22,Minnesota,10,Biden,2602912,1112443,1395204,42.738,53.602
23,Mississippi,6,Trump,1257607,654299,556283,52.027,44.233
24,Missouri,10,Trump,2824303,1434183,1291855,50.78,45.741
25,Montana,4,Trump,490237,274118,197818,55.915,40.352
26,Nebraska,5,Trump,745468,394605,320770,52.934,43.029
27,Nevada,6,Biden,1148381,534814,572131,46.571,49.821
28,New Hampshire,4,Biden,642796,273325,345549,42.521,53.757
29,New Jersey,14,Biden,3520515,1547188,1834826,43.948,52.118
30,New Mexico,5,Biden,819994,329422,460938,40.174,56.212
31,New York,28,Biden,7115995,2809365,4046290,39.48,56.862
32,North Carolina,16,Biden,3666029,1721454,1802440,46.957,49.166
33,North Dakota,3,Trump,334316,207413,114916,62.041,34.373
34,Ohio,17,Biden,4709556,2250656,2298172,47.789,48.798
35,Oklahoma,7,Trump,1548084,924131,563721,59.695,36.414
36,Oregon,8,Biden,2062722,716324,1253721,34.727,60.78
37,Pennsylvania,19,Biden,5605252,2556490,2849939,45.609,50.844
38,Rhode Island,4,Biden,500548,191312,287757,38.221,57.488
39,South Carolina,9,Trump,1990900,1045271,873184,52.502,43.859
40,South Dakota,3,Trump,367874,200569,152952,54.521,41.577
41,Tennessee,11,Trump,2772650,1503059,1154272,54.21,41.631
42,Texas,40,Biden,9927739,4675983,4889196,47.1,49.248
43,Utah,6,Trump,1229383,762201,419627,61.999,34.133
44,Vermont,3,Biden,314026,99781,201170,31.775,64.062
45,Virginia,13,Biden,3588077,1574332,1883012,43.877,52.48
46,Washington,12,Biden,3311275,1228757,1958044,37.108,59.133
47,West Virginia,4,Trump,702063,451911,222880,64.369,31.746
48,Wisconsin,10,Biden,2578150,1124593,1363313,43.62,52.88
49,Wyoming,3,Trump,218839,161489,48846,73.794,22.321
50,District of Columbia,3,Biden,400317,25572,361496,6.388,90.302
0,Alabama,9,Trump,1997788,1075306,853993,53.825,42.747
1,Alaska,3,Trump,298174,149783,138065,50.233,46.304
2,Arizona,11,Biden,2846278,1312709,1431555,46.12,50.296
3,Arkansas,6,Trump,1088128,681902,363583,62.667,33.414
4,California,54,Biden,13616253,4146789,8962110,30.455,65.819
5,Colorado,10,Biden,2527912,971688,1464167,38.438,57.92
6,Connecticut,7,Biden,1422165,555190,815619,39.038,57.351
7,Delaware,3,Biden,461962,173587,270394,37.576,58.532
8,Florida,30,Biden,7812138,3685813,3852112,47.181,49.309
9,Georgia,16,Biden,4217375,2003673,2051673,47.51,48.648
10,Hawaii,4,Biden,520302,181143,321331,34.815,61.759
11,Idaho,4,Trump,732793,443344,260080,60.501,35.492
12,Illinois,19,Biden,4885943,1833092,2852739,37.518,58.387
13,Indiana,11,Trump,2606820,1437741,1074585,55.153,41.222
14,Iowa,6,Trump,1385899,746476,585526,53.862,42.249
15,Kansas,6,Trump,1269874,670938,547427,52.835,43.109
16,Kentucky,8,Trump,1856713,1120433,663218,60.345,35.72
17,Louisiana,8,Trump,1772118,910341,798277,51.37,45.046
18,Maine,4,Biden,684246,300497,357025,43.917,52.178
19,Maryland,10,Biden,2639454,774572,1766241,29.346,66.917
20,Massachusetts,11,Biden,2893427,814274,1963264,28.142,67.853
21,Michigan,15,Biden,4635187,2032598,2433174,43.851,52.494
22,Minnesota,10,Biden,2603210,1113845,1394678,42.787,53.575
23,Mississippi,6,Trump,1257180,653898,555845,52.013,44.214
24,Missouri,10,Trump,2824773,1435326,1291127,50.812,45.707
25,Montana,4,Trump,489860,273336,198260,55.799,40.473
26,Nebraska,5,Trump,745945,394120,321666,52.835,43.122
27,Nevada,6,Biden,1148504,535107,571856,46.592,49.791
28,New Hampshire,4,Biden,643016,273355,345639,42.511,53.753
29,New Jersey,14,Biden,3522368,1548096,1836178,43.95,52.129
30,New Mexico,5,Biden,820561,329782,460955,40.19,56.176
31,New York,28,Biden,7115002,2812245,4042567,39.526,56.818
32,North Carolina,16,Biden,3664088,1719173,1802658,46.92,49.198
33,North Dakota,3,Trump,334076,206457,115748,61.799,34.647
34,Ohio,17,Biden,4710881,2251973,2297692,47.804,48.774
35,Oklahoma,7,Trump,1548294,923416,564673,59.641,36.471
36,Oregon,8,Biden,2064179,717442,1253604,34.757,60.731
37,Pennsylvania,19,Biden,5604885,2555972,2849937,45.603,50.847
38,Rhode Island,4,Biden,500885,191312,287911,38.195,57.48
39,South Carolina,9,Trump,1992854,1047450,872575,52.56,43.785
40,South Dakota,3,Trump,367856,200548,152862,54.518,41.555
41,Tennessee,11,Trump,2771519,1499745,1157321,54.113,41.758
42,Texas,40,Biden,9930268,4675027,4892280,47.079,49.266
43,Utah,6,Trump,1229321,761876,419870,61.975,34.155
44,Vermont,3,Biden,314466,99540,201985,31.654,64.231
45,Virginia,13,Biden,3587240,1574679,1881175,43.897,52.441
46,Washington,12,Biden,3310468,1229190,1957862,37.13,59.142
47,West Virginia,4,Trump,701624,451627,222872,64.369,31.765
48,Wisconsin,10,Biden,2578986,1125466,1364089,43.64,52.892
49,Wyoming,3,Trump,219459,162135,48852,73.879,22.26
50,District of Columbia,3,Biden,399368,25737,360656,6.444,90.307
0,Alabama,9,Trump,1999109,1075896,854739,53.819,42.756
1,Alaska,3,Trump,298518,150207,138044,50.318,46.243
2,Arizona,11,Biden,2846824,1311628,1432840,46.073,50.331
3,Arkansas,6,Trump,1088278,683029,362626,62.762,33.321
4,California,54,Biden,13620671,4147204,8967192,30.448,65.835
5,Colorado,10,Biden,2528879,972117,1464866,38.441,57.926
6,Connecticut,7,Biden,1421414,555584,814162,39.087,57.278
7,Delaware,3,Biden,462340,174114,270210,37.659,58.444
8,Florida,30,Biden,7814874,3689968,3849892,47.217,49.264
9,Georgia,16,Biden,4220211,2004752,2052927,47.504,48.645
10,Hawaii,4,Biden,520286,180598,321843,34.711,61.859
11,Idaho,4,Trump,733959,444717,259820,60.592,35.4
12,Illinois,19,Biden,4885556,1831058,2854598,37.479,58.429
13,Indiana,11,Trump,2604563,1433965,1076177,55.056,41.319
14,Iowa,6,Trump,1384575,745058,585990,53.811,42.323
15,Kansas,6,Trump,1268910,669938,547268,52.796,43.129
16,Kentucky,8,Trump,1855751,1119447,663575,60.323,35.758
17,Louisiana,8,Trump,1770514,910071,797068,51.402,45.019
18,Maine,4,Biden,684650,300750,357107,43.928,52.159
19,Maryland,10,Biden,2639970,773677,1767960,29.306,66.969
20,Massachusetts,11,Biden,2892624,815767,1960801,28.202,67.786
21,Michigan,15,Biden,4636234,2034330,2432584,43.879,52.469
22,Minnesota,10,Biden,2602989,1112684,1395225,42.746,53.601
23,Mississippi,6,Trump,1257233,654417,555066,52.052,44.15
24,Missouri,10,Trump,2824712,1435657,1290956,50.825,45.702
25,Montana,4,Trump,489982,273221,198281,55.761,40.467
26,Nebraska,5,Trump,746364,394244,321958,52.822,43.137
27,Nevada,6,Biden,1147272,534393,571451,46.579,49.81
28,New Hampshire,4,Biden,643143,273887,345189,42.586,53.672
29,New Jersey,14,Biden,3519556,1546002,1836320,43.926,52.175
30,New Mexico,5,Biden,820198,329053,461622,40.119,56.282
31,New York,28,Biden,7114296,2811515,4043319,39.519,56.834
32,North Carolina,16,Biden,3665707,1718947,1804348,46.893,49.222
33,North Dakota,3,Trump,333764,206418,115206,61.845,34.517
34,Ohio,17,Biden,4711316,2252022,2299011,47.8,48.798
35,Oklahoma,7,Trump,1547804,923059,564423,59.637,36.466
36,Oregon,8,Biden,2064522,717211,1254348,34.74,60.757
37,Pennsylvania,19,Biden,5606050,2555174,2852206,45.579,50.877
38,Rhode Island,4,Biden,501114,191014,288599,38.118,57.591
39,South Carolina,9,Trump,1992863,1045551,874398,52.465,43.876
40,South Dakota,3,Trump,367491,200436,152620,54.542,41.53
41,Tennessee,11,Trump,2771665,1499740,1157057,54.11,41.746
42,Texas,40,Biden,9928708,4675189,4891160,47.088,49.263
43,Utah,6,Trump,1228055,761142,419237,61.979,34.138
44,Vermont,3,Biden,314167,100008,201143,31.833,64.024
45,Virginia,13,Biden,3589205,1574305,1884164,43.862,52.495
46,Washington,12,Biden,3309671,1226928,1959635,37.071,59.209
47,West Virginia,4,Trump,700651,450102,223404,64.241,31.885
48,Wisconsin,10,Biden,2578652,1125809,1363362,43.659,52.871
49,Wyoming,3,Trump,219157,161792,48816,73.825,22.274
50,District of Columbia,3,Biden,399938,25377,361431,6.345,90.372
0,Alabama,9,Trump,1999439,1076077,854583,53.819,42.741
1,Alaska,3,Trump,298594,150402,137785,50.37,46.145
2,Arizona,11,Biden,2848205,1312592,1433272,46.085,50.322
3,Arkansas,6,Trump,1087345,681345,363286,62.661,33.41
4,California,54,Biden,13621517,4146857,8966466,30.443,65.826
5,Colorado,10,Biden,2529876,974325,1463158,38.513,57.835
6,Connecticut,7,Biden,1423014,556847,814650,39.132,57.248
7,Delaware,3,Biden,461901,174036,269813,37.678,58.414
8,Florida,30,Biden,7811634,3692224,3844563,47.266,49.216
9,Georgia,16,Biden,4219818,2006536,2051376,47.55,48.613
10,Hawaii,4,Biden,521387,180999,322252,34.715,61.807
11,Idaho,4,Trump,733090,443678,260219,60.522,35.496
12,Illinois,19,Biden,4886261,1831415,2854119,37.481,58.411
13,Indiana,11,Trump,2606964,1436482,1076389,55.102,41.289
14,Iowa,6,Trump,1385510,745474,586254,53.805,42.313
15,Kansas,6,Trump,1268961,670736,546727,52.857,43.085
16,Kentucky,8,Trump,1855650,1121346,661324,60.429,35.638
17,Louisiana,8,Trump,1772195,911054,798024,51.408,45.03
18,Maine,4,Biden,684290,300418,356889,43.902,52.155
19,Maryland,10,Biden,2641116,774172,1768595,29.312,66.964
20,Massachusetts,11,Biden,2895023,816111,1962928,28.19,67.804
21,Michigan,15,Biden,4636119,2034496,2431946,43.884,52.457
22,Minnesota,10,Biden,2603295,1112562,1395733,42.737,53.614
23,Mississippi,6,Trump,1256893,654117,555487,52.042,44.195
24,Missouri,10,Trump,2825511,1435930,1291522,50.82,45.709
25,Montana,4,Trump,490119,273726,198006,55.849,40.4
26,Nebraska,5,Trump,745868,393840,321927,52.803,43.161
27,Nevada,6,Biden,1148364,535669,571084,46.646,49.73
28,New Hampshire,4,Biden,642302,273208,345117,42.536,53.731
29,New Jersey,14,Biden,3521594,1546256,1836685,43.908,52.155
30,New Mexico,5,Biden,820992,329425,461780,40.125,56.247
31,New York,28,Biden,7114592,2811628,4043271,39.519,56.831
32,North Carolina,16,Biden,3665936,1721181,1803045,46.951,49.184
33,North Dakota,3,Trump,334073,207323,114699,62.059,34.334
34,Ohio,17,Biden,4711235,2249271,2299907,47.743,48.817
35,Oklahoma,7,Trump,1549916,924111,565580,59.623,36.491
36,Oregon,8,Biden,2064982,718504,1252715,34.795,60.665
37,Pennsylvania,19,Biden,5606310,2559293,2848339,45.65,50.806
38,Rhode Island,4,Biden,501046,190523,289019,38.025,57.683
39,South Carolina,9,Trump,1991487,1045197,872891,52.483,43.831
40,South Dakota,3,Trump,368117,200101,153542,54.358,41.71
41,Tennessee,11,Trump,2771713,1500258,1156239,54.127,41.716
42,Texas,40,Biden,9929879,4678329,4889273,47.114,49.238
43,Utah,6,Trump,1228053,760938,419795,61.963,34.184
44,Vermont,3,Biden,314022,99731,201413,31.759,64.14
45,Virginia,13,Biden,3588671,1572897,1884915,43.83,52.524
46,Washington,12,Biden,3310345,1226182,1961229,37.041,59.245
47,West Virginia,4,Trump,701934,450888,223842,64.235,31.889
48,Wisconsin,10,Biden,2580522,1128397,1362046,43.727,52.782
49,Wyoming,3,Trump,218776,161462,48933,73.802,22.367
50,District of Columbia,3,Biden,399570,25439,360861,6.367,90.312
0,Alabama,9,Trump,1997694,1075371,853957,53.831,42.747
1,Alaska,3,Trump,298316,149472,138502,50.105,46.428
2,Arizona,11,Biden,2847276,1312549,1432533,46.098,50.312
3,Arkansas,6,Trump,1087696,681298,363829,62.637,33.45
4,California,54,Biden,13620942,4146259,8968162,30.44,65.841
5,Colorado,10,Biden,2528631,971068,1465105,38.403,57.941
6,Connecticut,7,Biden,1421239,556140,813772,39.131,57.258
7,Delaware,3,Biden,462501,174230,270471,37.671,58.48
8,Florida,30,Biden,7814632,3689292,3852141,47.21,49.294
9,Georgia,16,Biden,4217074,2004608,2050561,47.536,48.625
10,Hawaii,4,Biden,520566,181210,321750,34.81,61.808
11,Idaho,4,Trump,733755,444606,259616,60.593,35.382
12,Illinois,19,Biden,4884868,1831861,2852614,37.501,58.397
13,Indiana,11,Trump,2606723,1439470,1073310,55.221,41.175
14,Iowa,6,Trump,1385305,746161,585450,53.863,42.261
15,Kansas,6,Trump,1268010,670183,546663,52.853,43.112
16,Kentucky,8,Trump,1856985,1121160,662989,60.375,35.702
17,Louisiana,8,Trump,1770928,910338,796965,51.405,45.003
18,Maine,4,Biden,684368,301088,356737,43.995,52.126
19,Maryland,10,Biden,2640761,775484,1766951,29.366,66.911
20,Massachusetts,11,Biden,2893084,815881,1961051,28.201,67.784
21,Michigan,15,Biden,4637025,2033454,2433695,43.853,52.484
22,Minnesota,10,Biden,2602570,1111792,1395348,42.719,53.614
23,Mississippi,6,Trump,1257007,654367,555537,52.058,44.195
24,Missouri,10,Trump,2825546,1436421,1290400,50.837,45.669
25,Montana,4,Trump,489989,273582,198158,55.834,40.441
26,Nebraska,5,Trump,746384,395337,320785,52.967,42.979
27,Nevada,6,Biden,1148519,535901,571274,46.66,49.74
28,New Hampshire,4,Biden,643009,274586,344490,42.703,53.575
29,New Jersey,14,Biden,3520482,1546935,1834933,43.941,52.122
30,New Mexico,5,Biden,820761,329972,460827,40.203,56.146
31,New York,28,Biden,7114547,2812178,4043292,39.527,56.831
32,North Carolina,16,Biden,3664725,1718599,1804011,46.896,49.226
33,North Dakota,3,Trump,333815,206778,115049,61.944,34.465
34,Ohio,17,Biden,4709944,2249535,2299628,47.761,48.825
35,Oklahoma,7,Trump,1547584,923368,564085,59.665,36.449
36,Oregon,8,Biden,2064508,716573,1254541,34.709,60.767
37,Pennsylvania,19,Biden,5606873,2557955,2850060,45.622,50.832
38,Rhode Island,4,Biden,500610,191490,287809,38.251,57.492
39,South Carolina,9,Trump,1991451,1045774,873102,52.513,43.843
40,South Dakota,3,Trump,367469,199649,153391,54.331,41.743
41,Tennessee,11,Trump,2773142,1500614,1157791,54.112,41.75
42,Texas,40,Biden,9929773,4679425,4887962,47.125,49.225
43,Utah,6,Trump,1228038,761488,418712,62.009,34.096
44,Vermont,3,Biden,314542,99464,202118,31.622,64.258
45,Virginia,13,Biden,3588675,1573871,1883442,43.857,52.483
46,Washington,12,Biden,3311680,1228647,1959930,37.1,59.182
47,West Virginia,4,Trump,701648,450931,223315,64.267,31.827
48,Wisconsin,10,Biden,2579546,1128015,1361847,43.729,52.794
49,Wyoming,3,Trump,218715,161765,48517,73.962,22.183
50,District of Columbia,3,Biden,399640,25514,360993,6.384,90.33
0,Alabama,9,Trump,1998499,1178433,746816,58.966,37.369
1,Alaska,3,Trump,298705,165216,122398,55.311,40.976
2,Arizona,11,Trump,2847385,1449636,1288463,50.911,45.251
3,Arkansas,6,Trump,1087095,756339,284522,69.574,26.173
4,California,54,Biden,13621739,4655676,8420536,34.178,61.817
5,Colorado,10,Biden,2528906,1080402,1349325,42.722,53.356
6,Connecticut,7,Biden,1421452,617271,748982,43.425,52.691
7,Delaware,3,Biden,462371,195287,247617,42.236,53.554
8,Florida,30,Trump,7812918,4064585,3454549,52.024,44.216
9,Georgia,16,Trump,4217473,2231340,1811208,52.907,42.945
10,Hawaii,4,Biden,520600,199877,301728,38.394,57.958
11,Idaho,4,Trump,733720,495142,206701,67.484,28.172
12,Illinois,19,Biden,4884931,2070584,2596656,42.387,53.156
13,Indiana,11,Trump,2607137,1585854,919747,60.827,35.278
14,Iowa,6,Trump,1385242,829319,497606,59.868,35.922
15,Kansas,6,Trump,1268528,748867,464200,59.034,36.594
16,Kentucky,8,Trump,1854988,1244737,532058,67.102,28.683
17,Louisiana,8,Trump,1771787,1004660,699293,56.703,39.468
18,Maine,4,Trump,684943,336868,319133,49.182,46.593
19,Maryland,10,Biden,2639996,870958,1663088,32.991,62.996
20,Massachusetts,11,Biden,2893497,928308,1839688,32.083,63.58
21,Michigan,15,Trump,4636521,2254344,2200618,48.621,47.463
22,Minnesota,10,Biden,2602704,1235610,1264883,47.474,48.599
23,Mississippi,6,Trump,1258337,726092,481380,57.703,38.255
24,Missouri,10,Trump,2824600,1578452,1140898,55.882,40.391
25,Montana,4,Trump,489905,302594,167760,61.766,34.243
26,Nebraska,5,Trump,746413,440492,273064,59.015,36.584
27,Nevada,6,Trump,1147683,591300,511705,51.521,44.586
28,New Hampshire,4,Biden,643094,305066,312166,47.437,48.541
29,New Jersey,14,Trump,3521005,1729885,1642080,49.13,46.637
30,New Mexico,5,Biden,820880,365511,423290,44.527,51.565
31,New York,28,Biden,7115594,3126548,3710021,43.939,52.139
32,North Carolina,16,Trump,3665308,1917251,1594144,52.308,43.493
33,North Dakota,3,Trump,334517,228122,93555,68.194,27.967
34,Ohio,17,Trump,4711647,2474261,2064882,52.514,43.825
35,Oklahoma,7,Trump,1547524,1025093,457665,66.241,29.574
36,Oregon,8,Biden,2063271,824086,1137230,39.941,55.118
37,Pennsylvania,19,Trump,5604140,2824559,2566533,50.401,45.797
38,Rhode Island,4,Biden,501135,217797,259951,43.461,51.872
39,South Carolina,9,Trump,1992274,1155099,758551,57.979,38.075
40,South Dakota,3,Trump,367256,223156,128639,60.763,35.027
41,Tennessee,11,Trump,2773206,1684149,964357,60.729,34.774
42,Texas,40,Trump,9928900,5175035,4364871,52.121,43.961
43,Utah,6,Trump,1228644,845158,331881,68.788,27.012
44,Vermont,3,Biden,314056,113283,186636,36.071,59.428
45,Virginia,13,Trump,3588477,1745560,1702227,48.643,47.436
46,Washington,12,Biden,3310555,1370747,1807082,41.405,54.585
47,West Virginia,4,Trump,700312,499675,171427,71.35,24.479
48,Wisconsin,10,Biden,2577679,1240544,1241135,48.126,48.149
49,Wyoming,3,Trump,218740,178391,31040,81.554,14.19
50,District of Columbia,3,Biden,399641,31286,354242,7.829,88.64
0,Alabama,9,Trump,1998339,1178006,747717,58.949,37.417
1,Alaska,3,Trump,298541,165131,122460,55.313,41.019
2,Arizona,11,Trump,2846960,1450344,1287423,50.944,45.221
3,Arkansas,6,Trump,1087172,757205,283799,69.649,26.104
4,California,54,Biden,13620924,4655536,8419513,34.179,61.813
5,Colorado,10,Biden,2528673,1080240,1349248,42.72,53.358
6,Connecticut,7,Biden,1421837,618504,747906,43.5,52.601
7,Delaware,3,Biden,462529,195492,247808,42.266,53.577
8,Florida,30,Trump,7811417,4066528,3451542,52.059,44.186
9,Georgia,16,Trump,4217602,2231351,1811096,52.906,42.941
10,Hawaii,4,Biden,520560,200549,301124,38.526,57.846
11,Idaho,4,Trump,732927,494280,206568,67.439,28.184
12,Illinois,19,Biden,4885848,2072330,2595349,42.415,53.12
13,Indiana,11,Trump,2606220,1584334,920390,60.79,35.315
14,Iowa,6,Trump,1384863,830109,496596,59.942,35.859
15,Kansas,6,Trump,1270128,751849,462838,59.195,36.44
16,Kentucky,8,Trump,1855807,1245446,532036,67.111,28.669
17,Louisiana,8,Trump,1772187,1004527,699422,56.683,39.467
18,Maine,4,Trump,684739,336459,319220,49.137,46.619
19,Maryland,10,Biden,2640173,870688,1663964,32.978,63.025
20,Massachusetts,11,Biden,2892199,927505,1838616,32.069,63.572
21,Michigan,15,Trump,4637202,2254809,2200116,48.624,47.445
22,Minnesota,10,Biden,2603610,1235529,1265463,47.454,48.604
23,Mississippi,6,Trump,1257298,725202,481375,57.679,38.286
24,Missouri,10,Trump,2823455,1577768,1140241,55.881,40.385
25,Montana,4,Trump,490704,303250,167805,61.799,34.197
26,Nebraska,5,Trump,745579,440493,272058,59.081,36.489
