,State,Electoral_Votes,Winner,Total_Vote_Count,Trump_Vote_Count,Biden_Vote_Count,Trump_Vote_Percent,Biden_Vote_Percent
45,Virginia,13,Trump,3589124,1787232,1667716,49.796,46.466
46,Washington,12,Biden,3311746,1419913,1764525,42.875,53.281
47,West Virginia,4,Trump,701366,501259,171846,71.469,24.502
48,Wisconsin,10,Trump,2579826,1270517,1216924,49.248,47.171
49,Wyoming,3,Trump,219350,178025,32737,81.16,14.925
50,District of Columbia,3,Biden,399718,41860,344488,10.472,86.183
0,Alabama,9,Trump,1998166,1192142,736163,59.662,36.842
1,Alaska,3,Trump,297946,167003,120275,56.051,40.368
2,Arizona,11,Trump,2847165,1481263,1261008,52.026,44.29
3,Arkansas,6,Trump,1087547,759678,283911,69.852,26.106
4,California,54,Biden,13619627,4912537,8183360,36.07,60.085
5,Colorado,10,Biden,2529099,1118518,1315495,44.226,52.014
6,Connecticut,7,Biden,1421089,636809,731459,44.811,51.472
7,Delaware,3,Biden,462076,202134,241345,43.745,52.231
8,Florida,30,Trump,7812935,4140900,3390894,53.001,43.401
9,Georgia,16,Trump,4217379,2275581,1774890,53.957,42.085
10,Hawaii,4,Biden,520744,207771,294681,39.899,56.588
11,Idaho,4,Trump,733327,497748,205100,67.875,27.968
12,Illinois,19,Biden,4886083,2152142,2527090,44.046,51.72
13,Indiana,11,Trump,2605424,1600812,907964,61.442,34.849
14,Iowa,6,Trump,1385169,840011,489400,60.643,35.331
15,Kansas,6,Trump,1269795,759767,456801,59.834,35.974
16,Kentucky,8,Trump,1855886,1251232,529774,67.42,28.546
17,Louisiana,8,Trump,1772647,1018263,688879,57.443,38.862
18,Maine,4,Trump,684343,345112,311400,50.43,45.503
19,Maryland,10,Biden,2639457,921954,1616019,34.93,61.225
20,Massachusetts,11,Biden,2892824,990744,1781502,34.248,61.583
21,Michigan,15,Trump,4634571,2308421,2151840,49.809,46.43
22,Minnesota,10,Trump,2603011,1266657,1238590,48.661,47.583
23,Mississippi,6,Trump,1256773,735845,472181,58.55,37.571
24,Missouri,10,Trump,2824092,1600601,1122359,56.677,39.742
25,Montana,4,Trump,490469,306088,165629,62.407,33.77
26,Nebraska,5,Trump,746821,447134,268080,59.872,35.896
27,Nevada,6,Trump,1147829,603822,501004,52.606,43.648
28,New Hampshire,4,Trump,643087,313919,304761,48.814,47.39
29,New Jersey,14,Trump,3519704,1774121,1602786,50.405,45.538
30,New Mexico,5,Biden,820459,376236,413831,45.857,50.439
31,New York,28,Biden,7116830,3224906,3624229,45.314,50.925
32,North Carolina,16,Trump,3665898,1957532,1561396,53.398,42.592
33,North Dakota,3,Trump,334319,228913,93204,68.471,27.879
34,Ohio,17,Trump,4710189,2514601,2029161,53.386,43.08
35,Oklahoma,7,Trump,1547746,1031453,454024,66.642,29.335
36,Oregon,8,Biden,2064521,865259,1102190,41.911,53.387
37,Pennsylvania,19,Trump,5603185,2882277,2516213,51.44,44.907
38,Rhode Island,4,Biden,500860,226217,252498,45.166,50.413
39,South Carolina,9,Trump,1991235,1170227,746135,58.769,37.471
40,South Dakota,3,Trump,367805,225412,127534,61.286,34.674
41,Tennessee,11,Trump,2772921,1703311,950016,61.427,34.26
42,Texas,40,Trump,9930144,5277394,4278910,53.145,43.09
43,Utah,6,Trump,1228978,848609,331236,69.05,26.952
44,Vermont,3,Biden,313563,119464,180588,38.099,57.592
45,Virginia,13,Trump,3587735,1785618,1667296,49.77,46.472
46,Washington,12,Biden,3310952,1421096,1763037,42.921,53.249
47,West Virginia,4,Trump,701398,500139,173147,71.306,24.686
48,Wisconsin,10,Trump,2578900,1271585,1215396,49.307,47.128
49,Wyoming,3,Trump,219401,178389,32272,81.307,14.709
50,District of Columbia,3,Biden,399914,42146,344289,10.539,86.091
0,Alabama,9,Trump,1998262,1190424,737652,59.573,36.915
1,Alaska,3,Trump,298504,167781,120184,56.207,40.262
2,Arizona,11,Trump,2847070,1480526,1261382,52.002,44.305
3,Arkansas,6,Trump,1087386,758981,284114,69.799,26.128
4,California,54,Biden,13622458,4912093,8186778,36.059,60.098
5,Colorado,10,Biden,2528506,1118370,1315181,44.23,52.014
6,Connecticut,7,Biden,1422152,637141,731820,44.801,51.459
7,Delaware,3,Biden,462170,202243,241408,43.759,52.234
8,Florida,30,Trump,7813906,4141802,3388973,53.006,43.371
9,Georgia,16,Trump,4218881,2277152,1773743,53.975,42.043
10,Hawaii,4,Biden,520512,207354,295140,39.837,56.702
11,Idaho,4,Trump,733573,498391,205041,67.94,27.951
12,Illinois,19,Biden,4886670,2151947,2527167,44.037,51.716
13,Indiana,11,Trump,2606568,1601266,908891,61.432,34.869
14,Iowa,6,Trump,1384483,839112,489659,60.608,35.368
15,Kansas,6,Trump,1269126,760361,455463,59.912,35.888
16,Kentucky,8,Trump,1857070,1252311,529332,67.435,28.504
17,Louisiana,8,Trump,1771519,1018459,688355,57.491,38.857
18,Maine,4,Trump,685177,344784,312606,50.32,45.624
19,Maryland,10,Biden,2639030,920398,1616979,34.876,61.272
20,Massachusetts,11,Biden,2892730,989018,1783908,34.19,61.669
21,Michigan,15,Trump,4637361,2310424,2152547,49.822,46.417
22,Minnesota,10,Trump,2603062,1268251,1236593,48.722,47.505
23,Mississippi,6,Trump,1258135,735821,473743,58.485,37.654
24,Missouri,10,Trump,2824357,1601302,1121748,56.696,39.717
25,Montana,4,Trump,490281,305704,165786,62.353,33.814
26,Nebraska,5,Trump,746173,447052,268134,59.913,35.935
27,Nevada,6,Trump,1148308,603330,502035,52.541,43.72
28,New Hampshire,4,Trump,642901,313134,305142,48.706,47.463
29,New Jersey,14,Trump,3520391,1774595,1603715,50.409,45.555
30,New Mexico,5,Biden,820016,377053,412672,45.981,50.325
31,New York,28,Biden,7113701,3224282,3621894,45.325,50.914
32,North Carolina,16,Trump,3664783,1957225,1561451,53.406,42.607
33,North Dakota,3,Trump,333979,228873,92849,68.529,27.801
34,Ohio,17,Trump,4711841,2516630,2029946,53.411,43.082
35,Oklahoma,7,Trump,1548039,1031676,454456,66.644,29.357
36,Oregon,8,Biden,2063902,866577,1100862,41.987,53.339
37,Pennsylvania,19,Trump,5606096,2882488,2518697,51.417,44.928
38,Rhode Island,4,Biden,500397,225933,252363,45.151,50.433
39,South Carolina,9,Trump,1991651,1169493,747071,58.72,37.51
40,South Dakota,3,Trump,368109,225943,127220,61.379,34.56
41,Tennessee,11,Trump,2772579,1703796,949705,61.452,34.253
42,Texas,40,Trump,9928392,5278500,4276427,53.166,43.073
43,Utah,6,Trump,1227765,847464,331477,69.025,26.998
44,Vermont,3,Biden,314414,119738,181152,38.083,57.616
45,Virginia,13,Trump,3588193,1786331,1666737,49.784,46.451
46,Washington,12,Biden,3310586,1420253,1762814,42.9,53.248
47,West Virginia,4,Trump,701520,501186,172354,71.443,24.569
48,Wisconsin,10,Trump,2579557,1270664,1216144,49.259,47.145
49,Wyoming,3,Trump,219481,178257,32492,81.218,14.804
50,District of Columbia,3,Biden,400185,42267,344278,10.562,86.03
0,Alabama,9,Trump,1998183,1191435,736504,59.626,36.859
1,Alaska,3,Trump,298502,167290,120811,56.043,40.472
2,Arizona,11,Trump,2847959,1480189,1262048,51.974,44.314
3,Arkansas,6,Trump,1087859,760508,283454,69.909,26.056
4,California,54,Biden,13622710,4910818,8188994,36.049,60.113
5,Colorado,10,Biden,2529072,1117887,1315615,44.201,52.02
6,Connecticut,7,Biden,1421609,636887,731982,44.8,51.49
7,Delaware,3,Biden,462211,202687,241061,43.852,52.154
8,Florida,30,Trump,7813228,4140983,3388905,53.0,43.374
9,Georgia,16,Trump,4219237,2276903,1775593,53.965,42.083
10,Hawaii,4,Biden,520659,207901,294498,39.93,56.563
11,Idaho,4,Trump,733993,497802,205679,67.821,28.022
12,Illinois,19,Biden,4886360,2153363,2525385,44.069,51.682
13,Indiana,11,Trump,2606384,1601471,908135,61.444,34.843
14,Iowa,6,Trump,1385733,839822,490286,60.605,35.381
15,Kansas,6,Trump,1268322,758552,456360,59.808,35.981
16,Kentucky,8,Trump,1855805,1250848,529524,67.402,28.533
17,Louisiana,8,Trump,1770731,1017955,687290,57.488,38.814
18,Maine,4,Trump,683952,345088,311329,50.455,45.519
19,Maryland,10,Biden,2640336,921137,1617836,34.887,61.274
20,Massachusetts,11,Biden,2893007,990857,1782451,34.25,61.612
21,Michigan,15,Trump,4634765,2308676,2151969,49.812,46.431
22,Minnesota,10,Trump,2603339,1267170,1238634,48.675,47.579
23,Mississippi,6,Trump,1257382,736001,472839,58.534,37.605
24,Missouri,10,Trump,2825388,1601295,1122822,56.675,39.74
25,Montana,4,Trump,490047,306090,165078,62.461,33.686
26,Nebraska,5,Trump,746639,447075,268302,59.878,35.935
27,Nevada,6,Trump,1148481,603603,502079,52.557,43.717
28,New Hampshire,4,Trump,643021,312803,305586,48.646,47.523
29,New Jersey,14,Trump,3518928,1773262,1602605,50.392,45.542
30,New Mexico,5,Biden,820109,375913,413443,45.837,50.413
31,New York,28,Biden,7117272,3228122,3621731,45.356,50.887
32,North Carolina,16,Trump,3665067,1958662,1559804,53.441,42.559
33,North Dakota,3,Trump,334603,228785,93504,68.375,27.945
34,Ohio,17,Trump,4710249,2517370,2027241,53.445,43.039
35,Oklahoma,7,Trump,1548478,1030781,455203,66.567,29.397
36,Oregon,8,Biden,2064179,867121,1100300,42.008,53.304
37,Pennsylvania,19,Trump,5607003,2883213,2519303,51.422,44.931
38,Rhode Island,4,Biden,500555,225601,252649,45.07,50.474
39,South Carolina,9,Trump,1992723,1171309,746443,58.779,37.458
40,South Dakota,3,Trump,367628,225273,127326,61.277,34.634
41,Tennessee,11,Trump,2771643,1703904,949120,61.476,34.244
42,Texas,40,Trump,9930137,5276391,4280709,53.135,43.108
43,Utah,6,Trump,1228540,847775,331380,69.007,26.973
44,Vermont,3,Biden,314108,119733,180970,38.118,57.614
45,Virginia,13,Trump,3589015,1786918,1667331,49.789,46.457
46,Washington,12,Biden,3311025,1420212,1763883,42.893,53.273
47,West Virginia,4,Trump,701621,500831,172455,71.382,24.58
48,Wisconsin,10,Trump,2577537,1270062,1214985,49.274,47.137
49,Wyoming,3,Trump,219275,178072,32492,81.209,14.818
50,District of Columbia,3,Biden,400063,42312,344253,10.576,86.05
0,Alabama,9,Trump,1997814,1180160,748598,59.073,37.471
1,Alaska,3,Trump,298907,165982,122321,55.53,40.923
2,Arizona,11,Trump,2846876,1463615,1278916,51.411,44.923
3,Arkansas,6,Trump,1087817,750438,293721,68.986,27.001
4,California,54,Biden,13623607,4857893,8248805,35.658,60.548
5,Colorado,10,Biden,2528868,1104982,1329640,43.695,52.578
6,Connecticut,7,Biden,1421081,630319,738448,44.355,51.964
7,Delaware,3,Biden,462164,199453,244337,43.156,52.868
8,Florida,30,Trump,7811902,4095464,3435984,52.426,43.984
9,Georgia,16,Trump,4218212,2249130,1804182,53.32,42.771
10,Hawaii,4,Biden,520603,206120,296211,39.593,56.898
11,Idaho,4,Trump,733346,491336,212070,66.999,28.918
12,Illinois,19,Biden,4884960,2122288,2556706,43.445,52.338
13,Indiana,11,Trump,2607387,1583933,926854,60.748,35.547
14,Iowa,6,Trump,1385666,829230,501927,59.843,36.223
15,Kansas,6,Trump,1269557,750946,465715,59.15,36.683
16,Kentucky,8,Trump,1855773,1235478,545811,66.575,29.412
17,Louisiana,8,Trump,1771293,1007038,699953,56.853,39.517
18,Maine,4,Trump,684758,340860,316546,49.778,46.227
19,Maryland,10,Biden,2639761,910341,1629346,34.486,61.723
20,Massachusetts,11,Biden,2893083,978297,1795653,33.815,62.067
21,Michigan,15,Trump,4635619,2281948,2180491,49.226,47.038
22,Minnesota,10,Biden,2603321,1252821,1253781,48.124,48.161
23,Mississippi,6,Trump,1257936,727005,482895,57.793,38.388
24,Missouri,10,Trump,2824456,1583680,1140622,56.07,40.384
25,Montana,4,Trump,489814,301867,169484,61.629,34.602
26,Nebraska,5,Trump,745630,440675,273837,59.101,36.726
27,Nevada,6,Trump,1148647,597552,508628,52.022,44.281
28,New Hampshire,4,Biden,643097,308928,309617,48.038,48.145
29,New Jersey,14,Trump,3520023,1753938,1625205,49.827,46.17
30,New Mexico,5,Biden,820083,372347,417382,45.404,50.895
31,New York,28,Biden,7114953,3190311,3659571,44.84,51.435
32,North Carolina,16,Trump,3664129,1933427,1586279,52.766,43.292
33,North Dakota,3,Trump,334215,226219,95669,67.687,28.625
34,Ohio,17,Trump,4712198,2490970,2056577,52.862,43.644
35,Oklahoma,7,Trump,1548381,1017791,468723,65.733,30.272
36,Oregon,8,Biden,2063774,854532,1113826,41.406,53.97
37,Pennsylvania,19,Trump,5605717,2851937,2551284,50.876,45.512
38,Rhode Island,4,Biden,500419,223217,255465,44.606,51.05
39,South Carolina,9,Trump,1991502,1156996,760336,58.097,38.179
40,South Dakota,3,Trump,367990,223160,130157,60.643,35.37
41,Tennessee,11,Trump,2774076,1681946,973989,60.631,35.11
42,Texas,40,Trump,9929768,5219615,4339564,52.565,43.703
43,Utah,6,Trump,1228042,836841,342207,68.144,27.866
44,Vermont,3,Biden,314151,118319,182434,37.663,58.072
45,Virginia,13,Trump,3589295,1768376,1687065,49.268,47.003
46,Washington,12,Biden,3310712,1405362,1779438,42.449,53.748
47,West Virginia,4,Trump,700989,494803,178481,70.586,25.461
48,Wisconsin,10,Trump,2578933,1257494,1229863,48.76,47.689
49,Wyoming,3,Trump,219183,176192,34316,80.386,15.656
50,District of Columbia,3,Biden,400554,41502,345794,10.361,86.329
0,Alabama,9,Trump,1999183,1179209,750160,58.985,37.523
1,Alaska,3,Trump,298106,165627,121957,55.56,40.911
2,Arizona,11,Trump,2847592,1464876,1278518,51.443,44.898
3,Arkansas,6,Trump,1088419,751129,293983,69.011,27.01
4,California,54,Biden,13620630,4857875,8245811,35.666,60.539
5,Colorado,10,Biden,2528542,1104764,1329376,43.692,52.575
6,Connecticut,7,Biden,1421998,630194,739534,44.318,52.007
7,Delaware,3,Biden,462138,199820,244047,43.238,52.808
8,Florida,30,Trump,7812853,4099526,3433370,52.472,43.945
9,Georgia,16,Trump,4219004,2248427,1805341,53.293,42.791
10,Hawaii,4,Biden,520648,205579,297066,39.485,57.057
11,Idaho,4,Trump,732948,491591,211312,67.07,28.83
12,Illinois,19,Biden,4887041,2124587,2557492,43.474,52.332
13,Indiana,11,Trump,2606309,1585100,925483,60.818,35.509
14,Iowa,6,Trump,1385985,830075,500809,59.891,36.134
15,Kansas,6,Trump,1269292,751436,465140,59.201,36.646
16,Kentucky,8,Trump,1856583,1236425,545338,66.597,29.373
17,Louisiana,8,Trump,1771182,1006789,700120,56.843,39.528
18,Maine,4,Trump,683904,340501,316100,49.788,46.22
19,Maryland,10,Biden,2639557,911345,1627212,34.526,61.647
20,Massachusetts,11,Biden,2893355,979248,1795142,33.845,62.044
21,Michigan,15,Trump,4635532,2283569,2179965,49.262,47.027
22,Minnesota,10,Biden,2602998,1252609,1253282,48.122,48.148
23,Mississippi,6,Trump,1257231,726050,482810,57.75,38.403
24,Missouri,10,Trump,2824760,1582519,1142113,56.023,40.432
25,Montana,4,Trump,490635,302536,169475,61.662,34.542
26,Nebraska,5,Trump,746573,441458,274298,59.131,36.741
27,Nevada,6,Trump,1149057,597912,508882,52.035,44.287
28,New Hampshire,4,Biden,642823,309161,309429,48.094,48.136
29,New Jersey,14,Trump,3519617,1751941,1626731,49.776,46.219
30,New Mexico,5,Biden,820789,373203,417358,45.469,50.848
31,New York,28,Biden,7116875,3189914,3662062,44.822,51.456
32,North Carolina,16,Trump,3664417,1933396,1585771,52.761,43.275
33,North Dakota,3,Trump,334200,226163,95859,67.673,28.683
34,Ohio,17,Trump,4711062,2490732,2055841,52.87,43.639
35,Oklahoma,7,Trump,1549402,1019211,468989,65.781,30.269
36,Oregon,8,Biden,2064587,855519,1113717,41.438,53.944
37,Pennsylvania,19,Trump,5603789,2851202,2550403,50.88,45.512
38,Rhode Island,4,Biden,500716,223136,255611,44.563,51.049
39,South Carolina,9,Trump,1992026,1156526,761253,58.058,38.215
40,South Dakota,3,Trump,367879,223454,129816,60.741,35.288
41,Tennessee,11,Trump,2771778,1681717,972466,60.673,35.085
42,Texas,40,Trump,9930327,5218327,4342715,52.549,43.732
43,Utah,6,Trump,1228057,837649,341837,68.209,27.836
44,Vermont,3,Biden,314229,118165,182791,37.605,58.171
45,Virginia,13,Trump,3588369,1764764,1689180,49.18,47.074
46,Washington,12,Biden,3311789,1406220,1779810,42.461,53.742
47,West Virginia,4,Trump,701580,494842,178756,70.533,25.479
48,Wisconsin,10,Trump,2578264,1256831,1229760,48.747,47.697
49,Wyoming,3,Trump,219038,175815,34496,80.267,15.749
50,District of Columbia,3,Biden,399842,41450,344991,10.367,86.282
0,Alabama,9,Trump,1998955,1179934,749563,59.028,37.498
1,Alaska,3,Trump,298064,165356,122158,55.477,40.984
2,Arizona,11,Trump,2847444,1463547,1280201,51.399,44.96
3,Arkansas,6,Trump,1087376,750306,293264,69.002,26.97
4,California,54,Biden,13621132,4857896,8245587,35.664,60.535
5,Colorado,10,Biden,2528950,1105794,1329250,43.725,52.561
6,Connecticut,7,Biden,1422653,630425,739701,44.313,51.994
7,Delaware,3,Biden,462080,200391,243493,43.367,52.695
8,Florida,30,Trump,7811703,4096823,3434908,52.445,43.971
9,Georgia,16,Trump,4216901,2251107,1801523,53.383,42.721
10,Hawaii,4,Biden,520689,205537,297039,39.474,57.047
11,Idaho,4,Trump,733758,491713,212125,67.013,28.909
12,Illinois,19,Biden,4884847,2125408,2554663,43.51,52.298
13,Indiana,11,Trump,2606568,1582288,928343,60.704,35.616
14,Iowa,6,Trump,1384963,829164,500946,59.869,36.17
15,Kansas,6,Trump,1269032,750110,466326,59.109,36.747
16,Kentucky,8,Trump,1855692,1236176,544924,66.615,29.365
17,Louisiana,8,Trump,1772473,1007860,700200,56.862,39.504
18,Maine,4,Trump,684770,341478,316048,49.868,46.154
19,Maryland,10,Biden,2639521,911417,1627584,34.53,61.662
20,Massachusetts,11,Biden,2892889,979161,1794709,33.847,62.039
21,Michigan,15,Trump,4636665,2283474,2180469,49.248,47.027
22,Minnesota,10,Trump,2602522,1253060,1253025,48.148,48.147
23,Mississippi,6,Trump,1257382,727038,481957,57.822,38.33
24,Missouri,10,Trump,2824138,1583626,1140232,56.075,40.375
25,Montana,4,Trump,490087,302488,169046,61.721,34.493
26,Nebraska,5,Trump,745929,440830,274110,59.098,36.747
27,Nevada,6,Trump,1148059,596446,509152,51.953,44.349
28,New Hampshire,4,Biden,642994,308876,309659,48.037,48.159
29,New Jersey,14,Trump,3519574,1752627,1625974,49.797,46.198
30,New Mexico,5,Biden,820511,371647,418614,45.295,51.019
31,New York,28,Biden,7117035,3190338,3661233,44.827,51.443
32,North Carolina,16,Trump,3665185,1933590,1586456,52.756,43.284
33,North Dakota,3,Trump,333980,226251,95447,67.744,28.579
34,Ohio,17,Trump,4710947,2492494,2054426,52.909,43.61
35,Oklahoma,7,Trump,1547766,1018708,467517,65.818,30.206
36,Oregon,8,Biden,2064494,854677,1114292,41.399,53.974
37,Pennsylvania,19,Trump,5605557,2853255,2550133,50.9,45.493
38,Rhode Island,4,Biden,500365,222454,255742,44.458,51.111
39,South Carolina,9,Trump,1992697,1158247,760541,58.125,38.166
40,South Dakota,3,Trump,368043,222402,130901,60.428,35.567
41,Tennessee,11,Trump,2772539,1681619,973104,60.653,35.098
42,Texas,40,Trump,9931469,5223152,4338745,52.592,43.687
43,Utah,6,Trump,1228420,836268,343141,68.077,27.934
44,Vermont,3,Biden,314394,118461,182560,37.679,58.067
45,Virginia,13,Trump,3588964,1768833,1686874,49.285,47.002
46,Washington,12,Biden,3310171,1403673,1780227,42.405,53.781
47,West Virginia,4,Trump,701399,495457,178139,70.638,25.398
48,Wisconsin,10,Trump,2580371,1257618,1230968,48.738,47.705
49,Wyoming,3,Trump,219005,176098,34450,80.408,15.73
50,District of Columbia,3,Biden,399780,40921,345471,10.236,86.415
0,Alabama,9,Trump,1999228,1180315,749189,59.039,37.474
1,Alaska,3,Trump,298092,165771,121798,55.611,40.859
2,Arizona,11,Trump,2846453,1465212,1277559,51.475,44.882
3,Arkansas,6,Trump,1087524,750194,293331,68.982,26.972
4,California,54,Biden,13623236,4855407,8251359,35.641,60.568
5,Colorado,10,Biden,2529232,1104519,1330205,43.67,52.593
6,Connecticut,7,Biden,1422497,629427,740199,44.248,52.035
7,Delaware,3,Biden,462957,199744,244851,43.145,52.888
8,Florida,30,Trump,7814633,4096705,3438218,52.424,43.997
9,Georgia,16,Trump,4217943,2250480,1801815,53.355,42.718
10,Hawaii,4,Biden,520648,205754,296658,39.519,56.979
11,Idaho,4,Trump,733096,490918,212386,66.965,28.971
12,Illinois,19,Biden,4887738,2127202,2554820,43.521,52.27
13,Indiana,11,Trump,2606712,1582861,928416,60.723,35.616
14,Iowa,6,Trump,1384947,828534,501748,59.824,36.229
15,Kansas,6,Trump,1269284,750385,466197,59.119,36.729
16,Kentucky,8,Trump,1855705,1235981,545855,66.604,29.415
17,Louisiana,8,Trump,1770988,1007046,699500,56.864,39.498
18,Maine,4,Trump,684945,340849,316637,49.763,46.228
19,Maryland,10,Biden,2639964,910646,1628956,34.495,61.704
20,Massachusetts,11,Biden,2892779,977935,1796074,33.806,62.088
21,Michigan,15,Trump,4637518,2284444,2181044,49.26,47.03
22,Minnesota,10,Biden,2602874,1252633,1253701,48.125,48.166
23,Mississippi,6,Trump,1257160,725558,483545,57.714,38.463
24,Missouri,10,Trump,2824602,1585227,1139391,56.122,40.338
25,Montana,4,Trump,490326,302824,168806,61.76,34.427
26,Nebraska,5,Trump,746056,441519,273830,59.18,36.704
27,Nevada,6,Trump,1147952,596572,509251,51.968,44.362
28,New Hampshire,4,Trump,643117,309437,309417,48.115,48.112
29,New Jersey,14,Trump,3520704,1752481,1627485,49.776,46.226
30,New Mexico,5,Biden,820921,372527,417875,45.379,50.903
31,New York,28,Biden,7114958,3187670,3661750,44.802,51.466
32,North Carolina,16,Trump,3665837,1933563,1586531,52.745,43.279
33,North Dakota,3,Trump,334523,226315,96018,67.653,28.703
34,Ohio,17,Trump,4711839,2491929,2055419,52.887,43.622
35,Oklahoma,7,Trump,1549033,1018661,468825,65.761,30.266
36,Oregon,8,Biden,2063909,851012,1117182,41.233,54.129
37,Pennsylvania,19,Trump,5605127,2851007,2551062,50.864,45.513
38,Rhode Island,4,Biden,500073,222947,254989,44.583,50.99
39,South Carolina,9,Trump,1991990,1157873,759736,58.126,38.14
40,South Dakota,3,Trump,367857,223382,129878,60.725,35.307
41,Tennessee,11,Trump,2772747,1681325,974178,60.638,35.134
42,Texas,40,Trump,9930001,5218101,4342706,52.549,43.733
43,Utah,6,Trump,1228226,837648,342233,68.2,27.864
44,Vermont,3,Biden,314460,118203,182851,37.589,58.148
45,Virginia,13,Trump,3587470,1767879,1685467,49.279,46.982
46,Washington,12,Biden,3311116,1406962,1778446,42.492,53.711
47,West Virginia,4,Trump,701399,494420,179328,70.491,25.567
48,Wisconsin,10,Trump,2579040,1258715,1228696,48.806,47.642
49,Wyoming,3,Trump,219423,175912,34893,80.17,15.902
50,District of Columbia,3,Biden,399471,41946,344206,10.5,86.165
0,Alabama,9,Trump,1998787,1179404,749652,59.006,37.505
1,Alaska,3,Trump,298470,165477,122454,55.442,41.027
2,Arizona,11,Trump,2846456,1462647,1279621,51.385,44.955
3,Arkansas,6,Trump,1087997,751101,293090,69.035,26.938
4,California,54,Biden,13621930,4859938,8243141,35.677,60.514
5,Colorado,10,Biden,2528887,1106273,1328658,43.745,52.539
6,Connecticut,7,Biden,1421595,630010,739003,44.317,51.984
7,Delaware,3,Biden,462223,199845,243994,43.236,52.787
8,Florida,30,Trump,7814730,4098833,3435471,52.45,43.961
9,Georgia,16,Trump,4219523,2249253,1804576,53.306,42.767
10,Hawaii,4,Biden,520952,206150,296706,39.572,56.955
11,Idaho,4,Trump,733509,491758,211682,67.042,28.859
12,Illinois,19,Biden,4885723,2123988,2556218,43.473,52.32
13,Indiana,11,Trump,2607940,1583377,928007,60.714,35.584
14,Iowa,6,Trump,1385468,828855,501390,59.825,36.189
15,Kansas,6,Trump,1269422,750532,466296,59.124,36.733
16,Kentucky,8,Trump,1855180,1234749,546461,66.557,29.456
17,Louisiana,8,Trump,1771760,1006920,699847,56.832,39.5
18,Maine,4,Trump,684513,341016,316125,49.819,46.182
19,Maryland,10,Biden,2639348,911552,1627717,34.537,61.671
20,Massachusetts,11,Biden,2893220,977796,1796870,33.796,62.106
21,Michigan,15,Trump,4634751,2283286,2178815,49.264,47.01
22,Minnesota,10,Biden,2602754,1251944,1254068,48.101,48.182
23,Mississippi,6,Trump,1257123,726160,482686,57.764,38.396
24,Missouri,10,Trump,2825319,1585050,1140148,56.102,40.355
25,Montana,4,Trump,490170,302417,169031,61.696,34.484
26,Nebraska,5,Trump,745829,441080,273806,59.14,36.712
27,Nevada,6,Trump,1148134,597426,508463,52.035,44.286
28,New Hampshire,4,Biden,642946,308988,309359,48.058,48.116
29,New Jersey,14,Trump,3521541,1753897,1626696,49.805,46.193
30,New Mexico,5,Biden,820538,372840,417462,45.438,50.877
31,New York,28,Biden,7115493,3191276,3659831,44.85,51.435
32,North Carolina,16,Trump,3664954,1933647,1586520,52.76,43.289
33,North Dakota,3,Trump,334178,225608,96157,67.511,28.774
34,Ohio,17,Trump,4709992,2490363,2055345,52.874,43.638
35,Oklahoma,7,Trump,1546997,1018431,467157,65.833,30.198
36,Oregon,8,Biden,2063078,853761,1113575,41.383,53.976
37,Pennsylvania,19,Trump,5607016,2854650,2549575,50.912,45.471
38,Rhode Island,4,Biden,500630,222783,255678,44.501,51.071
39,South Carolina,9,Trump,1992373,1158361,760089,58.14,38.15
40,South Dakota,3,Trump,367919,223148,130063,60.651,35.351
41,Tennessee,11,Trump,2771444,1680593,972994,60.64,35.108
42,Texas,40,Trump,9932098,5218337,4344291,52.54,43.74
43,Utah,6,Trump,1228624,838003,341977,68.207,27.834
44,Vermont,3,Biden,313868,118004,182540,37.597,58.158
45,Virginia,13,Trump,3589382,1767274,1688321,49.236,47.037
46,Washington,12,Biden,3309957,1405246,1778680,42.455,53.737
47,West Virginia,4,Trump,701458,494128,179385,70.443,25.573
48,Wisconsin,10,Trump,2577967,1255443,1230927,48.699,47.748
49,Wyoming,3,Trump,219232,175776,34800,80.178,15.874
50,District of Columbia,3,Biden,399635,41829,344336,10.467,86.163
0,Alabama,9,Trump,1998480,1180373,748054,59.064,37.431
1,Alaska,3,Trump,298364,165711,122054,55.54,40.908
2,Arizona,11,Trump,2846798,1462348,1280446,51.368,44.978
3,Arkansas,6,Trump,1087292,749964,293609,68.975,27.004
4,California,54,Biden,13619966,4856147,8246245,35.655,60.545
5,Colorado,10,Biden,2528513,1104294,1329724,43.674,52.589
6,Connecticut,7,Biden,1421650,629485,739907,44.278,52.046
7,Delaware,3,Biden,462137,200015,243845,43.28,52.765
8,Florida,30,Trump,7814601,4096005,3438238,52.415,43.998
9,Georgia,16,Trump,4220154,2249124,1805422,53.295,42.781
10,Hawaii,4,Biden,521052,206155,296566,39.565,56.917
11,Idaho,4,Trump,733511,490934,212399,66.929,28.956
12,Illinois,19,Biden,4886818,2126061,2556134,43.506,52.307
13,Indiana,11,Trump,2606638,1582614,927780,60.715,35.593
14,Iowa,6,Trump,1386331,829593,501986,59.841,36.21
15,Kansas,6,Trump,1269433,751181,465823,59.175,36.695
16,Kentucky,8,Trump,1855720,1237272,544055,66.673,29.318
17,Louisiana,8,Trump,1771987,1006882,700363,56.822,39.524
18,Maine,4,Trump,685143,342001,315793,49.917,46.092
19,Maryland,10,Biden,2638386,911068,1626450,34.531,61.646
20,Massachusetts,11,Biden,2894346,976888,1798951,33.752,62.154
